kind,id,name,field,value,raw_value
weapon,chainsaw,Chainsaw,is_dlc,1,1
weapon,chainsaw,Chainsaw,knockback,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=0
		|4|legendary=0"
weapon,chainsaw,Chainsaw,life_steal,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""15%"", ""tier4"": ""30%""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=15%
		|4|legendary=30%"
weapon,chainsaw,Chainsaw,price,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""112"", ""tier4"": ""242""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=112
		|4|legendary=242"
weapon,chainsaw,Chainsaw,range,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""175"", ""tier4"": ""200""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=175
		|4|legendary=200"
weapon,chainsaw,Chainsaw,rarity,3,3
weapon,chainsaw,Chainsaw,special,"Cooldown is 1.83s/1.52s every 30/40 shots
Deals 10%/20% of an enemy’s current health as bonus damage (1%/2% for bosses and elites)",Cooldown is {{Color|tier3|1.83s}}/{{Color|tier4|1.52s}} every {{Color|tier3|30}}/{{Color|tier4|40}} shots <br>Deals {{Color|tier3|10%}}/{{Color|tier4|20%}} of an enemy’s current health as bonus damage ({{Color|tier3|1%}}/{{Color|tier4|2%}} for bosses and elites)
weapon,chainsaw,Chainsaw,types,"Blade, Tool","[[Blade]], [[Tool]]"
weapon,chainsaw,Chainsaw,unlocked_by,Default,Default
weapon,dex-troyer,Dex-troyer,attack_speed,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""1.33s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=1.33s"
weapon,dex-troyer,Dex-troyer,attacktype,Thrust,Thrust
weapon,dex-troyer,Dex-troyer,crit,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""x2 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=x2 (3% chance)"
weapon,dex-troyer,Dex-troyer,damage,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""100(+100% Melee Damage+100% Engineering)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=100(+100%{{StatIcon|Melee Damage}}+100%{{StatIcon|Engineering}})"
weapon,dex-troyer,Dex-troyer,dps,"{""tier1"": ""--"", ""tier2"": ""--"", ""tier3"": ""--"", ""tier4"": ""75.3(75.3% Melee Damage75.3% Engineering)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=--
		|2|rare=--
		|3|epic=--
		|4|legendary=75.3(75.3%{{StatIcon|Melee Damage}}75.3%{{StatIcon|Engineering}})/s"
weapon,dex-troyer,Dex-troyer,is_dlc,-,-
weapon,dex-troyer,Dex-troyer,knockback,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""10""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=10"
weapon,dex-troyer,Dex-troyer,life_steal,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=0"
weapon,dex-troyer,Dex-troyer,price,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""315""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=315"
weapon,dex-troyer,Dex-troyer,range,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""-"", ""tier4"": ""400""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=-
		|4|legendary=400"
weapon,dex-troyer,Dex-troyer,rarity,4,4
weapon,dex-troyer,Dex-troyer,special,"50% chance to explode on hit
Hitting an enemy spawns a lightning projectile that bounces 5 times and deals 30 ({{Color|green|+100% Elemental Damage}}) damage",{{Color|green|50%}} chance to explode on hit<br>Hitting an enemy spawns a lightning projectile that bounces {{Color|green|5}} times and deals {{Color|green|30}} ({{Color|green|+100%{{StatIcon|Elemental Damage}}}}) damage
weapon,dex-troyer,Dex-troyer,types,"Legendary, Explosive","[[Legendary]], [[Explosive]]"
weapon,dex-troyer,Dex-troyer,unlocked_by,Default,Default
weapon,fireball,Fireball,attack_speed,"{""tier1"": ""-"", ""tier2"": ""1.12s"", ""tier3"": ""1.03s"", ""tier4"": ""0.87s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=1.12s
		|3|epic=1.03s
		|4|legendary=0.87s"
weapon,fireball,Fireball,attacktype,-,-
weapon,fireball,Fireball,crit,"{""tier1"": ""-"", ""tier2"": ""x1.5 (3% chance)"", ""tier3"": ""x1.5 (3% chance)"", ""tier4"": ""x1.5 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=x1.5 (3% chance)
		|3|epic=x1.5 (3% chance)
		|4|legendary=x1.5 (3% chance)"
weapon,fireball,Fireball,damage,"{""tier1"": ""-"", ""tier2"": ""5(+25% Elemental Damage)"", ""tier3"": ""10(+50% Elemental Damage)"", ""tier4"": ""20(+75% Elemental Damage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=5(+25%{{StatIcon|Elemental Damage}})
		|3|epic=10(+50%{{StatIcon|Elemental Damage}})
		|4|legendary=20(+75%{{StatIcon|Elemental Damage}})"
weapon,fireball,Fireball,dps,"{""tier1"": ""--"", ""tier2"": ""4.5(22.4% Elemental Damage)/s"", ""tier3"": ""9.7(48.4% Elemental Damage)/s"", ""tier4"": ""23.1(86.5% Elemental Damage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=--
		|2|rare=4.5(22.4%{{StatIcon|Elemental Damage}})/s
		|3|epic=9.7(48.4%{{StatIcon|Elemental Damage}})/s
		|4|legendary=23.1(86.5%{{StatIcon|Elemental Damage}})/s"
weapon,fireball,Fireball,is_dlc,-,-
weapon,fireball,Fireball,knockback,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,fireball,Fireball,life_steal,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,fireball,Fireball,price,"{""tier1"": ""-"", ""tier2"": ""36"", ""tier3"": ""66"", ""tier4"": ""140""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=36
		|3|epic=66
		|4|legendary=140"
weapon,fireball,Fireball,range,"{""tier1"": ""-"", ""tier2"": ""400"", ""tier3"": ""450"", ""tier4"": ""500""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=400
		|3|epic=450
		|4|legendary=500"
weapon,fireball,Fireball,rarity,2,2
weapon,fireball,Fireball,special,"Projectiles explode on hit.
Deals -/5x3/6x4/8x5 ({{Color|green|+100% Elemental Damage}}) burning damage",Projectiles explode on hit.<br>Deals -/{{Color|tier2|5x3}}/{{Color|tier3|6x4}}/{{Color|tier4|8x5}} ({{Color|green|+100%{{StatIcon|Elemental Damage}}}}) burning damage
weapon,fireball,Fireball,types,"Explosive, Elemental","[[Explosive]], [[Elemental]]"
weapon,fireball,Fireball,unlocked_by,Default,Default
weapon,flute,Flute,attack_speed,"{""tier1"": ""1.2s"", ""tier2"": ""1.12s"", ""tier3"": ""1.03s"", ""tier4"": ""0.95s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.2s
		|2|rare=1.12s
		|3|epic=1.03s
		|4|legendary=0.95s"
weapon,flute,Flute,attacktype,-,-
weapon,flute,Flute,crit,"{""tier1"": ""x1.5 (3% chance)"", ""tier2"": ""x1.5 (3% chance)"", ""tier3"": ""x1.5 (3% chance)"", ""tier4"": ""x1.5 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x1.5 (3% chance)
		|2|rare=x1.5 (3% chance)
		|3|epic=x1.5 (3% chance)
		|4|legendary=x1.5 (3% chance)"
weapon,flute,Flute,damage,"{""tier1"": ""5(+50% Ranged Damage+10% Luck)"", ""tier2"": ""8(+50% Ranged Damage+15% Luck)"", ""tier3"": ""11(+50% Ranged Damage+20% Luck)"", ""tier4"": ""15(+50% Ranged Damage+25% Luck)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=5(+50%{{StatIcon|Ranged Damage}}+10%{{StatIcon|Luck}})
		|2|rare=8(+50%{{StatIcon|Ranged Damage}}+15%{{StatIcon|Luck}})
		|3|epic=11(+50%{{StatIcon|Ranged Damage}}+20%{{StatIcon|Luck}})
		|4|legendary=15(+50%{{StatIcon|Ranged Damage}}+25%{{StatIcon|Luck}})"
weapon,flute,Flute,dps,"{""tier1"": ""4.2(41.7% Ranged Damage8.3% Luck)/s"", ""tier2"": ""7.2(44.8% Ranged Damage13.4% Luck)/s"", ""tier3"": ""10.6(48.4% Ranged Damage19.4% Luck)/s"", ""tier4"": ""15.8(52.6% Ranged Damage26.3% Luck)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=4.2(41.7%{{StatIcon|Ranged Damage}}8.3%{{StatIcon|Luck}})/s
		|2|rare=7.2(44.8%{{StatIcon|Ranged Damage}}13.4%{{StatIcon|Luck}})/s
		|3|epic=10.6(48.4%{{StatIcon|Ranged Damage}}19.4%{{StatIcon|Luck}})/s
		|4|legendary=15.8(52.6%{{StatIcon|Ranged Damage}}26.3%{{StatIcon|Luck}})/s"
weapon,flute,Flute,is_dlc,1,1
weapon,flute,Flute,knockback,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,flute,Flute,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,flute,Flute,price,"{""tier1"": ""20"", ""tier2"": ""45"", ""tier3"": ""80"", ""tier4"": ""165""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=20
		|2|rare=45
		|3|epic=80
		|4|legendary=165"
weapon,flute,Flute,range,"{""tier1"": ""300"", ""tier2"": ""325"", ""tier3"": ""350"", ""tier4"": ""375""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=300
		|2|rare=325
		|3|epic=350
		|4|legendary=375"
weapon,flute,Flute,rarity,1,1
weapon,flute,Flute,special,Hitting an enemy that has less than 60%/65%/70%/75% health has a 10%/15%/20%/25% chance to charm it for 8 seconds,Hitting an enemy that has less than {{Color|tier1|60%}}/{{Color|tier2|65%}}/{{Color|tier3|70%}}/{{Color|tier4|75%}} health has a {{Color|tier1|10%}}/{{Color|tier2|15%}}/{{Color|tier3|20%}}/{{Color|tier4|25%}} chance to charm it for {{Color|green|8}} seconds
weapon,flute,Flute,types,Musical,[[Musical]]
weapon,flute,Flute,unlocked_by,Win a run with Romantic,Win a run with Romantic
weapon,grenade launcher,Grenade Launcher,attack_speed,"{""tier1"": ""-"", ""tier2"": ""0.37s"", ""tier3"": ""0.37s"", ""tier4"": ""0.37s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0.37s
		|3|epic=0.37s
		|4|legendary=0.37s"
weapon,grenade launcher,Grenade Launcher,attacktype,-,-
weapon,grenade launcher,Grenade Launcher,crit,"{""tier1"": ""-"", ""tier2"": ""x2.5 (5% chance)"", ""tier3"": ""x3 (10% chance)"", ""tier4"": ""x3.5 (20% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=x2.5 (5% chance)
		|3|epic=x3 (10% chance)
		|4|legendary=x3.5 (20% chance)"
weapon,grenade launcher,Grenade Launcher,damage,"{""tier1"": ""-"", ""tier2"": ""12(+100% Ranged Damage)"", ""tier3"": ""18(+100% Ranged Damage)"", ""tier4"": ""30(+100% Ranged Damage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=12(+100%{{StatIcon|Ranged Damage}})
		|3|epic=18(+100%{{StatIcon|Ranged Damage}})
		|4|legendary=30(+100%{{StatIcon|Ranged Damage}})"
weapon,grenade launcher,Grenade Launcher,dps,"{""tier1"": ""--"", ""tier2"": ""5.9(49% Ranged Damage)/s"", ""tier3"": ""13.7(76.1% Ranged Damage)/s"", ""tier4"": ""31.5(105% Ranged Damage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=--
		|2|rare=5.9(49%{{StatIcon|Ranged Damage}})/s
		|3|epic=13.7(76.1%{{StatIcon|Ranged Damage}})/s
		|4|legendary=31.5(105%{{StatIcon|Ranged Damage}})/s"
weapon,grenade launcher,Grenade Launcher,is_dlc,1,1
weapon,grenade launcher,Grenade Launcher,knockback,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,grenade launcher,Grenade Launcher,life_steal,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,grenade launcher,Grenade Launcher,price,"{""tier1"": ""-"", ""tier2"": ""58"", ""tier3"": ""108"", ""tier4"": ""212""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=58
		|3|epic=108
		|4|legendary=212"
weapon,grenade launcher,Grenade Launcher,range,"{""tier1"": ""-"", ""tier2"": ""350"", ""tier3"": ""400"", ""tier4"": ""450""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=350
		|3|epic=400
		|4|legendary=450"
weapon,grenade launcher,Grenade Launcher,rarity,2,2
weapon,grenade launcher,Grenade Launcher,special,"Every 2nd/3rd/4th shot has a longer cooldown: 3.7s/3.2s/2.7s.
Projectiles explode on hit.
Bounces 1 time.",Every {{Color|tier2|2nd}}/{{Color|tier3|3rd}}/{{Color|tier4|4th}} shot has a longer cooldown: {{Color|tier2|3.7s}}/{{Color|tier3|3.2s}}/{{Color|tier4|2.7s}}. <br>Projectiles explode on hit. <br> Bounces 1 time.
weapon,grenade launcher,Grenade Launcher,types,"Heavy, Explosive","[[Heavy]], [[Explosive]]"
weapon,grenade launcher,Grenade Launcher,unlocked_by,Win a run with Gangster,Win a run with Gangster
weapon,harpoon gun,Harpoon Gun,attack_speed,"{""tier1"": ""-"", ""tier2"": ""0.82s"", ""tier3"": ""0.73s"", ""tier4"": ""0.65s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0.82s
		|3|epic=0.73s
		|4|legendary=0.65s"
weapon,harpoon gun,Harpoon Gun,attacktype,-,-
weapon,harpoon gun,Harpoon Gun,crit,"{""tier1"": ""-"", ""tier2"": ""x1.5 (3% chance)"", ""tier3"": ""x1.5 (3% chance)"", ""tier4"": ""x1.5 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=x1.5 (3% chance)
		|3|epic=x1.5 (3% chance)
		|4|legendary=x1.5 (3% chance)"
weapon,harpoon gun,Harpoon Gun,damage,"{""tier1"": ""-"", ""tier2"": ""5(+100% Ranged Damage+100% Melee Damage)"", ""tier3"": ""10(+100% Ranged Damage+100% Melee Damage)"", ""tier4"": ""20(+100% Ranged Damage+100% Melee Damage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=5(+100%{{StatIcon|Ranged Damage}}+100%{{StatIcon|Melee Damage}})
		|3|epic=10(+100%{{StatIcon|Ranged Damage}}+100%{{StatIcon|Melee Damage}})
		|4|legendary=20(+100%{{StatIcon|Ranged Damage}}+100%{{StatIcon|Melee Damage}})"
weapon,harpoon gun,Harpoon Gun,dps,"{""tier1"": ""--"", ""tier2"": ""6.1(122.4% Ranged Damage122.4% Melee Damage)/s"", ""tier3"": ""13.6(136.4% Ranged Damage136.4% Melee Damage)/s"", ""tier4"": ""30.8(153.8% Ranged Damage153.8% Melee Damage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=--
		|2|rare=6.1(122.4%{{StatIcon|Ranged Damage}}122.4%{{StatIcon|Melee Damage}})/s
		|3|epic=13.6(136.4%{{StatIcon|Ranged Damage}}136.4%{{StatIcon|Melee Damage}})/s
		|4|legendary=30.8(153.8%{{StatIcon|Ranged Damage}}153.8%{{StatIcon|Melee Damage}})/s"
weapon,harpoon gun,Harpoon Gun,is_dlc,1,1
weapon,harpoon gun,Harpoon Gun,knockback,"{""tier1"": ""-"", ""tier2"": ""-30"", ""tier3"": ""-30"", ""tier4"": ""-30""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-30
		|3|epic=-30
		|4|legendary=-30"
weapon,harpoon gun,Harpoon Gun,life_steal,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,harpoon gun,Harpoon Gun,price,"{""tier1"": ""-"", ""tier2"": ""50"", ""tier3"": ""105"", ""tier4"": ""220""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=50
		|3|epic=105
		|4|legendary=220"
weapon,harpoon gun,Harpoon Gun,range,"{""tier1"": ""-"", ""tier2"": ""800"", ""tier3"": ""850"", ""tier4"": ""900""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=800
		|3|epic=850
		|4|legendary=900"
weapon,harpoon gun,Harpoon Gun,rarity,2,2
weapon,harpoon gun,Harpoon Gun,special,"Slows enemies in a radius around the projectile.
Pierces 3/4/5 enemies dealing -25% less damage with each pierce",Slows enemies in a radius around the projectile. <br>Pierces {{Color|tier2|3}}/{{Color|tier3|4}}/{{Color|tier4|5}} enemies dealing -25% less damage with each pierce
weapon,harpoon gun,Harpoon Gun,types,"Naval, Gun","[[Naval]], [[Gun]]"
weapon,harpoon gun,Harpoon Gun,unlocked_by,Default,Default
weapon,hiking pole,Hiking Pole,attack_speed,"{""tier1"": ""1.42s"", ""tier2"": ""1.34s"", ""tier3"": ""1.25s"", ""tier4"": ""1.17s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.42s
		|2|rare=1.34s
		|3|epic=1.25s
		|4|legendary=1.17s"
weapon,hiking pole,Hiking Pole,attacktype,Thrust,Thrust
weapon,hiking pole,Hiking Pole,crit,"{""tier1"": ""x1.5 (3% chance)"", ""tier2"": ""x1.5 (3% chance)"", ""tier3"": ""x1.5 (3% chance)"", ""tier4"": ""x1.5 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x1.5 (3% chance)
		|2|rare=x1.5 (3% chance)
		|3|epic=x1.5 (3% chance)
		|4|legendary=x1.5 (3% chance)"
weapon,hiking pole,Hiking Pole,damage,"{""tier1"": ""12(+50% Melee Damage+10% Range)"", ""tier2"": ""18(+50% Melee Damage+12% Range)"", ""tier3"": ""24(+50% Melee Damage+15% Range)"", ""tier4"": ""30(+50% Melee Damage+20% Range)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=12(+50%{{StatIcon|Melee Damage}}+10%{{StatIcon|Range}})
		|2|rare=18(+50%{{StatIcon|Melee Damage}}+12%{{StatIcon|Range}})
		|3|epic=24(+50%{{StatIcon|Melee Damage}}+15%{{StatIcon|Range}})
		|4|legendary=30(+50%{{StatIcon|Melee Damage}}+20%{{StatIcon|Range}})"
weapon,hiking pole,Hiking Pole,dps,"{""tier1"": ""8.4(35.2% Melee Damage7% Range)/s"", ""tier2"": ""13.5(37.4% Melee Damage9% Range)/s"", ""tier3"": ""19.1(39.9% Melee Damage12% Range)/s"", ""tier4"": ""25.6(42.7% Melee Damage17.1% Range)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=8.4(35.2%{{StatIcon|Melee Damage}}7%{{StatIcon|Range}})/s
		|2|rare=13.5(37.4%{{StatIcon|Melee Damage}}9%{{StatIcon|Range}})/s
		|3|epic=19.1(39.9%{{StatIcon|Melee Damage}}12%{{StatIcon|Range}})/s
		|4|legendary=25.6(42.7%{{StatIcon|Melee Damage}}17.1%{{StatIcon|Range}})/s"
weapon,hiking pole,Hiking Pole,is_dlc,1,1
weapon,hiking pole,Hiking Pole,knockback,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,hiking pole,Hiking Pole,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,hiking pole,Hiking Pole,price,"{""tier1"": ""17"", ""tier2"": ""34"", ""tier3"": ""66"", ""tier4"": ""130""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=17
		|2|rare=34
		|3|epic=66
		|4|legendary=130"
weapon,hiking pole,Hiking Pole,range,"{""tier1"": ""175"", ""tier2"": ""175"", ""tier3"": ""175"", ""tier4"": ""175""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=175
		|2|rare=175
		|3|epic=175
		|4|legendary=175"
weapon,hiking pole,Hiking Pole,rarity,1,1
weapon,hiking pole,Hiking Pole,special,+1 Range for every 70/60/50/40 steps you take during a wave,{{Color|green|+1}} {{Color|green|Range}} for every {{Color|tier1|70}}/{{Color|tier2|60}}/{{Color|tier3|50}}/{{Color|tier4|40}} steps you take during a wave
weapon,hiking pole,Hiking Pole,types,Support,[[Support]]
weapon,hiking pole,Hiking Pole,unlocked_by,Default,Default
weapon,icicle,Icicle,attack_speed,"{""tier1"": ""1.03s"", ""tier2"": ""0.95s"", ""tier3"": ""0.87s"", ""tier4"": ""0.7s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.03s
		|2|rare=0.95s
		|3|epic=0.87s
		|4|legendary=0.7s"
weapon,icicle,Icicle,attacktype,-,-
weapon,icicle,Icicle,crit,"{""tier1"": ""x2 (5% chance)"", ""tier2"": ""x2 (10% chance)"", ""tier3"": ""x2.5 (15% chance)"", ""tier4"": ""x3 (20% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x2 (5% chance)
		|2|rare=x2 (10% chance)
		|3|epic=x2.5 (15% chance)
		|4|legendary=x3 (20% chance)"
weapon,icicle,Icicle,damage,"{""tier1"": ""10(+100% Elemental Damage)"", ""tier2"": ""20(+100% Elemental Damage)"", ""tier3"": ""30(+100% Elemental Damage)"", ""tier4"": ""40(+100% Elemental Damage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=10(+100%{{StatIcon|Elemental Damage}})
		|2|rare=20(+100%{{StatIcon|Elemental Damage}})
		|3|epic=30(+100%{{StatIcon|Elemental Damage}})
		|4|legendary=40(+100%{{StatIcon|Elemental Damage}})"
weapon,icicle,Icicle,dps,"{""tier1"": ""9.7(96.8% Elemental Damage)/s"", ""tier2"": ""21.1(105.3% Elemental Damage)/s"", ""tier3"": ""34.6(115.4% Elemental Damage)/s"", ""tier4"": ""57.1(142.9% Elemental Damage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=9.7(96.8%{{StatIcon|Elemental Damage}})/s
		|2|rare=21.1(105.3%{{StatIcon|Elemental Damage}})/s
		|3|epic=34.6(115.4%{{StatIcon|Elemental Damage}})/s
		|4|legendary=57.1(142.9%{{StatIcon|Elemental Damage}})/s"
weapon,icicle,Icicle,is_dlc,-,-
weapon,icicle,Icicle,knockback,"{""tier1"": ""5"", ""tier2"": ""5"", ""tier3"": ""5"", ""tier4"": ""5""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=5
		|2|rare=5
		|3|epic=5
		|4|legendary=5"
weapon,icicle,Icicle,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,icicle,Icicle,price,"{""tier1"": ""18"", ""tier2"": ""36"", ""tier3"": ""66"", ""tier4"": ""140""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=18
		|2|rare=36
		|3|epic=66
		|4|legendary=140"
weapon,icicle,Icicle,range,"{""tier1"": ""400"", ""tier2"": ""400"", ""tier3"": ""400"", ""tier4"": ""400""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=400
		|2|rare=400
		|3|epic=400
		|4|legendary=400"
weapon,icicle,Icicle,rarity,1,1
weapon,icicle,Icicle,types,"Precise, Elemental","[[Precise]], [[Elemental]]"
weapon,icicle,Icicle,unlocked_by,Default,Default
weapon,javelin,Javelin,attack_speed,"{""tier1"": ""1.2s"", ""tier2"": ""1.12s"", ""tier3"": ""1.03s"", ""tier4"": ""0.95s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.2s
		|2|rare=1.12s
		|3|epic=1.03s
		|4|legendary=0.95s"
weapon,javelin,Javelin,attacktype,-,-
weapon,javelin,Javelin,crit,"{""tier1"": ""x2.5 (0% chance)"", ""tier2"": ""x2.75 (0% chance)"", ""tier3"": ""x3 (0% chance)"", ""tier4"": ""x3.25 (0% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x2.5 (0% chance)
		|2|rare=x2.75 (0% chance)
		|3|epic=x3 (0% chance)
		|4|legendary=x3.25 (0% chance)"
weapon,javelin,Javelin,damage,"{""tier1"": ""8(+100% Melee Damage)"", ""tier2"": ""12(+100% Melee Damage)"", ""tier3"": ""16(+100% Melee Damage)"", ""tier4"": ""20(+100% Melee Damage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=8(+100%{{StatIcon|Melee Damage}})
		|2|rare=12(+100%{{StatIcon|Melee Damage}})
		|3|epic=16(+100%{{StatIcon|Melee Damage}})
		|4|legendary=20(+100%{{StatIcon|Melee Damage}})"
weapon,javelin,Javelin,dps,"{""tier1"": ""6.7(83.3% Melee Damage)/s"", ""tier2"": ""10.7(89.6% Melee Damage)/s"", ""tier3"": ""15.5(97.1% Melee Damage)/s"", ""tier4"": ""21.1(105.3% Melee Damage)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=6.7(83.3%{{StatIcon|Melee Damage}})/s
		|2|rare=10.7(89.6%{{StatIcon|Melee Damage}})/s
		|3|epic=15.5(97.1%{{StatIcon|Melee Damage}})/s
		|4|legendary=21.1(105.3%{{StatIcon|Melee Damage}})/s"
weapon,javelin,Javelin,is_dlc,1,1
